udi,product_id,machine_type,factory_section,shift,air_temperature_K,process_temperature_K,temperature_difference,humidity_percent,rotational_speed_rpm,torque_Nm,pressure_bar,tool_wear_min,vibration_level,operational_hours,energy_consumption_kwh,maintenance_history,stress_score,machine_failure,failure_type
2199,M17058,M,Packaging,Evening,299.7,308.9,9.199999999999989,27,1478,41.0,8.16,87,High,6856.0,72.42,Good,60.598,0,
2200,M17059,M,Testing,Evening,299.8,309.1,9.300000000000011,79,1268,58.0,4.7,90,Low,6727.0,119.51,Good,73.544,0,
2201,L49380,L,Assembly,Evening,299.8,309.1,9.300000000000011,40,1546,35.6,9.86,93,Medium,1169.0,61.77,Poor,55.037600000000005,0,
2202,L49381,L,Assembly,Evening,299.8,309.0,9.199999999999989,68,1567,36.1,7.11,95,High,5662.0,118.54,Average,56.56870000000001,0,
2203,M17062,M,Packaging,Evening,299.9,309.2,9.300000000000011,54,1548,35.7,7.69,97,Medium,7849.0,145.46,Good,55.263600000000004,0,
2204,L49383,L,Cooling,Morning,299.8,309.0,9.199999999999989,61,1614,30.8,2.73,100,Medium,4987.0,104.55,Good,49.711200000000005,0,
2205,M17064,M,Assembly,Night,299.7,309.1,9.400000000000034,84,1352,46.1,8.54,102,Medium,4774.0,51.06,Poor,62.327200000000005,0,
2206,L49385,L,Cooling,Evening,299.9,309.2,9.300000000000011,48,1624,34.6,9.51,105,High,11367.0,109.72,Good,56.190400000000004,0,
2207,L49386,L,Packaging,Night,299.9,309.2,9.300000000000011,50,1436,52.0,3.13,107,Low,11653.0,129.8,Average,74.672,0,
2208,L49387,L,Testing,Evening,299.8,309.2,9.399999999999977,82,1591,37.5,7.18,109,Low,2256.0,72.48,Average,59.6625,0,
2209,H31622,H,Assembly,Night,299.8,309.2,9.399999999999977,33,1435,42.6,7.72,111,Low,8044.0,100.86,Good,61.131,0,
2210,L49389,L,Cooling,Morning,299.8,309.3,9.5,85,1386,49.4,3.75,116,High,10605.0,52.83,Poor,68.46839999999999,0,
2211,L49390,L,Cooling,Morning,299.7,309.2,9.5,43,1401,54.1,5.28,118,Medium,11797.0,79.09,Good,75.7941,0,
2212,M17071,M,Production,Morning,299.6,309.0,9.399999999999977,52,1245,64.0,1.88,120,Low,4239.0,41.56,Average,79.68,0,
2213,L49392,L,Cooling,Night,299.7,309.1,9.400000000000034,31,1475,40.0,2.56,123,High,5729.0,128.62,Average,59.0,0,
2214,L49393,L,Cooling,Evening,299.7,309.1,9.400000000000034,69,1473,39.4,1.55,125,Low,7187.0,32.57,Average,58.036199999999994,0,
2215,H31628,H,Packaging,Morning,299.7,309.2,9.5,87,1355,44.8,6.04,127,Low,5178.0,27.26,Poor,60.70399999999999,0,
2216,H31629,H,Cooling,Night,299.7,309.2,9.5,61,1468,49.6,6.63,132,Medium,6505.0,89.47,Average,72.81280000000001,0,
2217,L49396,L,Production,Evening,299.7,309.2,9.5,40,1645,30.8,9.25,137,Low,6971.0,95.72,Average,50.666,0,
2218,L49397,L,Testing,Morning,299.7,309.1,9.400000000000034,29,1347,55.3,5.88,139,High,732.0,139.37,Good,74.4891,0,
2219,L49398,L,Production,Evening,299.7,309.1,9.400000000000034,53,1713,33.5,3.35,141,Low,2299.0,46.43,Average,57.3855,0,
2220,M17079,M,Testing,Evening,299.6,309.1,9.5,76,1435,48.4,1.54,143,Medium,11355.0,121.14,Average,69.454,0,
2221,M17080,M,Assembly,Morning,299.6,309.0,9.399999999999977,47,1736,26.1,8.96,146,Medium,5453.0,103.73,Poor,45.3096,0,
2222,L49401,L,Testing,Morning,299.6,309.0,9.399999999999977,30,1372,60.4,5.31,149,Low,3010.0,116.42,Poor,82.86880000000001,0,
2223,L49402,L,Testing,Evening,299.7,309.0,9.300000000000011,60,1605,33.0,7.64,151,High,722.0,40.47,Good,52.965,0,
2224,L49403,L,Production,Morning,299.6,309.0,9.399999999999977,81,1413,48.5,1.13,153,Medium,6173.0,78.04,Good,68.5305,0,
2225,M17084,M,Packaging,Morning,299.7,309.0,9.300000000000011,57,1645,31.9,5.39,155,Low,460.0,66.29,Poor,52.4755,0,
2226,M17085,M,Packaging,Morning,299.7,309.0,9.300000000000011,73,1465,49.0,3.93,158,Low,10659.0,110.94,Average,71.785,0,
2227,M17086,M,Testing,Night,299.6,308.9,9.299999999999955,65,1685,27.8,1.27,161,High,6465.0,97.16,Good,46.843,0,
2228,L49407,L,Production,Morning,299.5,308.8,9.300000000000011,79,1965,20.4,7.98,164,Low,8501.0,145.78,Good,40.086,0,
2229,H31642,H,Packaging,Morning,299.4,308.6,9.200000000000045,50,1542,41.8,5.62,166,Low,11759.0,38.04,Good,64.4556,0,
2230,L49409,L,Packaging,Evening,299.4,308.7,9.300000000000011,61,1681,30.8,4.0,171,Low,9222.0,81.56,Average,51.774800000000006,0,
2231,L49410,L,Production,Evening,299.5,308.7,9.199999999999989,41,1446,45.7,8.25,173,Low,4043.0,110.2,Average,66.0822,0,
2232,L49411,L,Testing,Morning,299.4,308.6,9.200000000000045,56,1415,56.4,5.02,175,Medium,4969.0,67.94,Good,79.806,0,
2233,L49412,L,Assembly,Evening,299.5,308.6,9.100000000000023,52,1672,30.5,1.03,177,Low,8228.0,140.02,Good,50.996,0,
2234,L49413,L,Production,Night,299.5,308.7,9.199999999999989,49,2549,13.0,9.5,179,Low,977.0,130.83,Average,33.137,1,
2235,L49414,L,Production,Morning,299.4,308.6,9.200000000000045,71,1492,40.5,3.3,181,Low,4895.0,133.48,Poor,60.426,0,
2236,M17095,M,Production,Evening,299.4,308.6,9.200000000000045,46,1455,42.7,8.48,183,Low,7891.0,99.18,Good,62.12850000000001,0,
2237,M17096,M,Testing,Evening,299.3,308.5,9.199999999999989,85,1422,43.1,8.35,186,High,10791.0,81.32,Poor,61.2882,0,
2238,L49417,L,Testing,Morning,299.3,308.6,9.300000000000011,68,1403,50.6,2.46,189,Low,2623.0,67.83,Good,70.9918,0,
2239,L49418,L,Production,Evening,299.3,308.6,9.300000000000011,44,1474,49.6,5.27,191,High,6370.0,35.56,Poor,73.11040000000001,0,
2240,L49419,L,Packaging,Evening,299.2,308.6,9.400000000000034,74,1381,50.0,1.36,193,Low,8683.0,143.27,Average,69.05,0,
2241,L49420,L,Assembly,Evening,299.2,308.5,9.300000000000011,71,1457,44.7,4.19,195,Low,6723.0,54.27,Poor,65.1279,0,
2242,L49421,L,Cooling,Morning,299.2,308.4,9.199999999999989,71,1711,28.9,7.58,197,High,5188.0,124.27,Average,49.4479,0,
2243,L49422,L,Production,Morning,299.2,308.4,9.199999999999989,75,1667,29.0,3.13,199,Low,7664.0,21.55,Good,48.343,0,
2244,L49423,L,Production,Evening,299.2,308.4,9.199999999999989,79,1465,35.0,2.05,201,Medium,7166.0,69.59,Poor,51.275,0,
2245,M17104,M,Testing,Evening,299.3,308.4,9.099999999999966,63,1542,37.5,5.56,203,High,6645.0,94.24,Average,57.825,1,
2246,M17105,M,Testing,Evening,299.3,308.4,9.099999999999966,38,1438,42.3,5.83,0,Low,2421.0,60.87,Good,60.8274,0,
2247,L49426,L,Cooling,Morning,299.3,308.4,9.099999999999966,71,1406,47.4,7.08,3,Low,8249.0,45.21,Good,66.64439999999999,0,
2248,M17107,M,Testing,Evening,299.2,308.4,9.199999999999989,45,1396,48.5,7.83,5,Medium,8225.0,29.29,Good,67.706,0,
2249,M17108,M,Testing,Evening,299.3,308.5,9.199999999999989,39,1304,60.6,7.26,8,Low,8430.0,148.58,Average,79.0224,0,
2250,L49429,L,Packaging,Evening,299.2,308.5,9.300000000000011,25,1442,46.5,8.61,11,Low,8394.0,135.23,Average,67.053,0,
2251,M17110,M,Assembly,Night,299.2,308.4,9.199999999999989,34,1396,48.7,3.01,13,Low,5433.0,60.61,Average,67.98519999999999,0,
2252,H31665,H,Packaging,Night,299.1,308.3,9.199999999999989,47,1424,43.4,6.13,16,Low,8775.0,22.05,Good,61.8016,0,
2253,H31666,H,Production,Evening,299.1,308.3,9.199999999999989,42,1451,42.8,4.24,21,Medium,7958.0,90.27,Good,62.102799999999995,0,
2254,L49433,L,Packaging,Evening,299.2,308.4,9.199999999999989,82,1386,54.1,9.66,26,Low,4419.0,61.79,Good,74.9826,0,
2255,L49434,L,Cooling,Night,299.1,308.3,9.199999999999989,76,1325,46.9,4.96,28,Low,5489.0,35.05,Good,62.1425,0,
2256,L49435,L,Packaging,Evening,299.1,308.3,9.199999999999989,70,1559,33.7,9.64,30,Medium,1948.0,122.74,Poor,52.5383,0,
2257,L49436,L,Testing,Evening,299.1,308.3,9.199999999999989,37,1489,38.1,7.92,32,Low,10176.0,63.96,Poor,56.7309,0,
2258,L49437,L,Cooling,Morning,299.1,308.3,9.199999999999989,41,1892,25.2,7.47,34,Low,3305.0,146.47,Good,47.6784,0,
2259,L49438,L,Cooling,Night,299.1,308.2,9.099999999999966,85,1319,60.3,5.42,36,Medium,2261.0,111.8,Average,79.53569999999999,0,
2260,L49439,L,Production,Night,299.1,308.3,9.199999999999989,89,1431,52.3,4.99,38,Low,1564.0,129.16,Average,74.8413,0,
2261,H31674,H,Production,Night,299.1,308.3,9.199999999999989,77,1521,36.5,5.74,40,Medium,743.0,100.83,Good,55.5165,0,
2262,M17121,M,Testing,Morning,299.1,308.2,9.099999999999966,29,1435,45.2,3.64,45,High,11728.0,93.02,Poor,64.86200000000001,0,
2263,L49442,L,Assembly,Morning,299.1,308.3,9.199999999999989,56,1533,42.4,9.14,48,Low,5451.0,75.64,Good,64.9992,0,
2264,M17123,M,Cooling,Night,299.2,308.4,9.199999999999989,69,1529,43.0,8.15,50,Medium,4653.0,30.81,Average,65.747,0,
2265,M17124,M,Testing,Morning,299.2,308.4,9.199999999999989,80,1415,43.5,8.21,53,Low,6618.0,115.86,Average,61.5525,0,
2266,M17125,M,Production,Morning,299.2,308.4,9.199999999999989,29,1330,51.2,4.9,56,Low,5823.0,64.18,Good,68.096,0,
2267,L49446,L,Production,Morning,299.2,308.5,9.300000000000011,58,1381,60.6,1.64,59,High,8046.0,45.57,Good,83.68860000000001,0,
2268,L49447,L,Assembly,Evening,299.2,308.5,9.300000000000011,85,1370,52.4,7.15,61,High,710.0,34.87,Good,71.788,0,
2269,L49448,L,Cooling,Night,299.2,308.5,9.300000000000011,86,1438,46.6,4.37,63,Low,4402.0,30.18,Good,67.0108,0,
2270,L49449,L,Cooling,Evening,299.3,308.6,9.300000000000011,87,1314,48.2,8.83,65,Medium,1643.0,81.8,Good,63.3348,0,
2271,L49450,L,Testing,Night,299.3,308.6,9.300000000000011,68,1437,48.1,8.02,67,High,11831.0,128.81,Poor,69.1197,0,
2272,L49451,L,Assembly,Morning,299.2,308.5,9.300000000000011,52,1821,26.1,2.31,69,High,1566.0,36.73,Average,47.52810000000001,0,
2273,M17132,M,Packaging,Night,299.3,308.6,9.300000000000011,37,1448,52.1,6.42,71,Medium,9208.0,86.92,Poor,75.4408,0,
2274,L49453,L,Testing,Night,299.3,308.5,9.199999999999989,67,1589,32.7,7.23,74,Low,6336.0,69.28,Average,51.960300000000004,0,
2275,L49454,L,Cooling,Evening,299.3,308.6,9.300000000000011,54,1520,33.7,6.11,76,Low,1281.0,90.19,Average,51.224000000000004,0,
2276,L49455,L,Testing,Evening,299.3,308.6,9.300000000000011,50,1605,37.0,5.63,78,High,2246.0,27.54,Good,59.385,0,
2277,L49456,L,Testing,Morning,299.3,308.7,9.399999999999977,87,1393,54.2,3.05,80,Low,2372.0,89.57,Average,75.5006,0,
2278,H31691,H,Testing,Morning,299.3,308.7,9.399999999999977,81,1408,44.4,3.12,82,Medium,9143.0,91.5,Good,62.5152,0,
2279,M17138,M,Testing,Evening,299.3,308.7,9.399999999999977,88,1459,35.6,7.91,87,Low,4636.0,133.11,Good,51.940400000000004,0,
2280,L49459,L,Cooling,Night,299.4,308.7,9.300000000000011,73,1525,39.0,1.17,90,Low,819.0,45.94,Average,59.475,0,
2281,L49460,L,Assembly,Night,299.4,308.8,9.400000000000034,76,1390,57.0,8.01,92,Low,4780.0,125.92,Average,79.23,0,
2282,L49461,L,Assembly,Morning,299.3,308.7,9.399999999999977,87,1536,38.9,5.74,94,High,10306.0,117.68,Good,59.75039999999999,0,
2283,L49462,L,Production,Morning,299.4,308.7,9.300000000000011,37,1459,47.6,9.43,96,Low,3572.0,138.88,Good,69.4484,0,
2284,L49463,L,Production,Morning,299.2,308.5,9.300000000000011,69,1387,51.1,9.98,98,Medium,3742.0,138.68,Good,70.8757,0,
2285,L49464,L,Packaging,Night,299.2,308.5,9.300000000000011,70,1378,53.4,6.97,100,Low,163.0,119.6,Average,73.5852,0,
2286,L49465,L,Assembly,Night,299.4,308.7,9.300000000000011,65,1381,56.7,4.71,102,Low,659.0,140.28,Poor,78.3027,0,
2287,M17146,M,Testing,Morning,299.4,308.7,9.300000000000011,70,1289,60.5,5.28,104,Low,7546.0,53.66,Average,77.9845,0,
2288,L49467,L,Production,Night,299.4,308.6,9.200000000000045,25,1746,26.8,2.84,107,Medium,1833.0,40.23,Average,46.7928,0,
2289,M17148,M,Testing,Night,299.4,308.6,9.200000000000045,36,1541,39.1,1.89,109,Low,8961.0,56.45,Good,60.2531,0,
2290,L49469,L,Packaging,Night,299.4,308.7,9.300000000000011,59,1504,37.8,6.21,112,Low,3994.0,129.18,Good,56.8512,0,
2291,M17150,M,Assembly,Night,299.5,308.7,9.199999999999989,57,1321,51.9,8.25,114,Low,1642.0,60.76,Average,68.5599,0,
2292,M17151,M,Cooling,Night,299.5,308.8,9.300000000000011,82,1886,20.9,3.36,117,Low,9563.0,126.42,Good,39.417399999999994,0,
2293,L49472,L,Packaging,Night,299.6,308.9,9.299999999999955,59,1422,53.2,4.78,120,High,2515.0,68.36,Good,75.6504,0,
2294,L49473,L,Cooling,Morning,299.5,308.9,9.399999999999977,70,1520,38.3,5.99,122,High,11083.0,123.94,Average,58.215999999999994,0,
2295,L49474,L,Assembly,Morning,299.4,308.8,9.400000000000034,68,1627,32.6,9.17,124,Low,6190.0,130.13,Poor,53.040200000000006,0,
2296,L49475,L,Cooling,Evening,299.4,308.7,9.300000000000011,50,1512,37.2,2.25,126,Medium,5317.0,108.12,Good,56.2464,0,
2297,L49476,L,Assembly,Morning,299.4,308.7,9.300000000000011,66,1553,42.7,3.13,128,High,5487.0,147.35,Poor,66.3131,0,
2298,L49477,L,Testing,Evening,299.3,308.7,9.399999999999977,54,1802,26.0,9.27,130,Low,5279.0,114.94,Average,46.852,0,
2299,L49478,L,Packaging,Night,299.3,308.6,9.300000000000011,56,1482,37.6,1.36,132,Medium,8287.0,51.87,Good,55.723200000000006,0,
2300,L49479,L,Testing,Night,299.4,308.7,9.300000000000011,60,1446,62.9,6.91,134,High,6743.0,147.97,Average,90.95339999999999,1,
2301,L49480,L,Assembly,Night,299.3,308.6,9.300000000000011,43,1371,50.5,6.76,136,Low,7760.0,108.9,Poor,69.2355,0,
2302,M17161,M,Assembly,Morning,299.2,308.6,9.400000000000034,46,1586,35.7,4.45,138,Low,11346.0,76.65,Average,56.620200000000004,0,
2303,L49482,L,Testing,Night,299.2,308.5,9.300000000000011,89,1515,39.8,5.21,141,High,2558.0,83.95,Average,60.29699999999999,0,
2304,L49483,L,Testing,Morning,299.2,308.5,9.300000000000011,81,1374,53.6,8.69,143,Medium,11357.0,119.6,Average,73.64640000000001,0,
2305,L49484,L,Testing,Morning,299.1,308.5,9.399999999999977,35,1455,39.8,2.48,145,Low,9455.0,117.92,Average,57.90899999999999,0,
2306,H31719,H,Packaging,Morning,299.2,308.5,9.300000000000011,50,1342,47.5,3.08,147,Low,6128.0,129.34,Good,63.745,0,
2307,L49486,L,Packaging,Night,299.1,308.6,9.5,72,1260,57.8,5.61,152,Low,5547.0,51.29,Good,72.828,0,
2308,H31721,H,Assembly,Morning,299.0,308.5,9.5,43,1623,33.5,4.69,154,Medium,4659.0,143.25,Good,54.3705,0,
2309,L49488,L,Production,Evening,299.1,308.5,9.399999999999977,36,1371,55.5,6.17,159,Medium,2849.0,54.0,Good,76.0905,0,
2310,L49489,L,Testing,Evening,299.1,308.6,9.5,80,1611,31.4,9.29,161,High,2048.0,82.46,Average,50.58539999999999,0,
2311,M17170,M,Cooling,Night,299.0,308.4,9.399999999999977,42,1535,47.5,9.25,163,Low,6406.0,47.48,Average,72.9125,0,
2312,M17171,M,Cooling,Evening,299.1,308.6,9.5,29,1491,38.5,3.07,166,Medium,8351.0,76.46,Good,57.4035,0,
2313,M17172,M,Cooling,Morning,299.1,308.6,9.5,48,1441,36.2,3.72,169,Medium,8192.0,104.49,Average,52.1642,0,
2314,M17173,M,Testing,Evening,299.1,308.8,9.699999999999989,62,1725,26.6,2.46,172,Low,11394.0,83.94,Good,45.885,0,
2315,L49494,L,Production,Night,299.2,308.9,9.699999999999989,76,1368,47.2,9.35,175,Low,8624.0,52.31,Average,64.56960000000001,0,
2316,L49495,L,Production,Evening,299.2,308.9,9.699999999999989,63,1526,37.9,4.58,177,High,289.0,70.31,Average,57.8354,0,
2317,L49496,L,Packaging,Evening,299.2,308.8,9.600000000000023,83,1542,39.2,5.05,179,High,11852.0,97.28,Good,60.446400000000004,0,
2318,L49497,L,Production,Evening,299.2,308.8,9.600000000000023,50,1605,31.1,8.22,181,Low,6108.0,136.71,Poor,49.9155,0,
2319,L49498,L,Cooling,Morning,299.2,308.8,9.600000000000023,89,1405,51.4,5.62,183,Medium,7582.0,75.08,Poor,72.217,0,
2320,M17179,M,Cooling,Morning,299.2,308.8,9.600000000000023,72,1700,33.5,2.08,185,Low,395.0,94.73,Good,56.95,0,
2321,H31734,H,Testing,Evening,299.2,308.8,9.600000000000023,77,1440,39.1,4.94,188,Medium,10840.0,138.41,Average,56.304,0,
2322,M17181,M,Packaging,Morning,299.2,308.8,9.600000000000023,33,1314,52.5,6.67,193,Medium,8468.0,129.34,Good,68.985,0,
2323,L49502,L,Assembly,Evening,299.2,308.7,9.5,29,1514,41.9,7.47,196,Medium,8268.0,44.1,Good,63.4366,0,
2324,M17183,M,Packaging,Evening,299.2,308.7,9.5,85,1401,47.0,6.81,198,High,899.0,67.03,Poor,65.847,0,
2325,L49504,L,Assembly,Evening,299.3,308.8,9.5,45,1636,29.9,2.07,201,Medium,9097.0,122.54,Average,48.916399999999996,0,
2326,L49505,L,Packaging,Night,299.3,308.8,9.5,87,1603,33.9,3.74,203,Low,7103.0,115.03,Good,54.341699999999996,0,
2327,M17186,M,Production,Night,299.4,308.7,9.300000000000011,44,1487,52.6,7.6,205,Medium,10034.0,119.74,Average,78.2162,0,
2328,M17187,M,Packaging,Morning,299.3,308.7,9.399999999999977,82,1420,50.3,8.92,208,Low,8506.0,40.73,Average,71.426,0,
2329,L49508,L,Testing,Night,299.3,308.7,9.399999999999977,69,1579,36.3,1.42,211,Low,10171.0,79.81,Poor,57.317699999999995,0,
2330,L49509,L,Assembly,Morning,299.3,308.7,9.399999999999977,46,1484,40.5,1.38,213,Low,2800.0,110.38,Good,60.102,0,
2331,M17190,M,Production,Evening,299.3,308.7,9.399999999999977,87,1390,49.3,6.79,215,Low,8888.0,72.76,Average,68.527,0,
2332,L49511,L,Production,Night,299.3,308.6,9.300000000000011,54,1384,53.6,5.93,218,Medium,10009.0,93.38,Poor,74.18240000000002,1,
2333,L49512,L,Packaging,Evening,299.2,308.5,9.300000000000011,87,1378,50.4,2.4,220,Low,9647.0,118.76,Average,69.4512,1,
2334,L49513,L,Production,Morning,299.2,308.5,9.300000000000011,68,1445,45.2,5.93,222,Medium,9584.0,85.47,Good,65.31400000000001,0,
2335,L49514,L,Cooling,Evening,299.2,308.4,9.199999999999989,82,1445,43.5,9.77,224,Medium,10890.0,99.33,Good,62.8575,0,
2336,L49515,L,Cooling,Night,299.2,308.4,9.199999999999989,89,1509,39.4,6.68,0,Low,5973.0,64.61,Good,59.4546,0,
2337,L49516,L,Cooling,Morning,299.2,308.4,9.199999999999989,60,1434,46.8,5.04,2,Medium,11729.0,67.46,Good,67.1112,0,
2338,L49517,L,Packaging,Night,299.2,308.4,9.199999999999989,30,1877,23.9,8.45,4,Low,4814.0,44.39,Poor,44.860299999999995,0,
2339,L49518,L,Assembly,Night,299.3,308.3,9.0,61,1651,28.0,2.92,6,Low,6591.0,148.94,Average,46.228,0,
2340,L49519,L,Packaging,Night,299.2,308.2,9.0,79,1466,41.3,4.73,8,Medium,8433.0,98.92,Good,60.54579999999999,0,
2341,L49520,L,Testing,Night,299.1,308.1,9.0,83,1479,40.7,5.75,10,Low,11508.0,45.27,Average,60.1953,0,
2342,L49521,L,Production,Evening,299.1,308.2,9.099999999999966,62,1409,46.4,5.54,12,Low,2939.0,41.37,Average,65.3776,0,
2343,M17202,M,Cooling,Morning,299.2,308.2,9.0,49,1674,28.2,9.29,14,Medium,3613.0,49.71,Average,47.206799999999994,0,
2344,L49523,L,Packaging,Night,299.1,308.3,9.199999999999989,57,1305,61.4,3.63,17,Medium,11042.0,113.31,Good,80.127,0,
2345,M17204,M,Packaging,Night,299.2,308.3,9.100000000000023,37,1755,26.4,1.51,19,Low,10006.0,84.85,Good,46.332,0,
2346,L49525,L,Production,Evening,299.2,308.4,9.199999999999989,62,1475,38.7,9.25,22,High,1235.0,89.62,Good,57.08250000000001,0,
2347,L49526,L,Packaging,Night,299.2,308.4,9.199999999999989,82,1402,47.7,2.95,24,Medium,6457.0,110.49,Good,66.87540000000001,0,
2348,L49527,L,Cooling,Morning,299.2,308.3,9.100000000000023,44,1410,43.0,4.41,26,High,10201.0,114.77,Good,60.63,0,
2349,L49528,L,Production,Night,299.2,308.4,9.199999999999989,41,1436,41.8,5.78,28,Low,2347.0,117.06,Average,60.0248,0,
2350,M17209,M,Assembly,Night,299.3,308.5,9.199999999999989,48,1386,42.2,9.78,30,Medium,6648.0,30.37,Good,58.489200000000004,0,
2351,L49530,L,Cooling,Night,299.3,308.6,9.300000000000011,50,1744,26.4,5.82,33,High,4616.0,128.21,Good,46.041599999999995,0,
2352,L49531,L,Testing,Morning,299.2,308.4,9.199999999999989,64,1393,48.4,5.03,35,Medium,4202.0,42.67,Poor,67.4212,0,
2353,M17212,M,Testing,Night,299.3,308.5,9.199999999999989,56,1422,45.4,6.25,37,Medium,1648.0,102.53,Average,64.55879999999999,0,
2354,L49533,L,Production,Morning,299.2,308.4,9.199999999999989,61,1841,22.8,9.74,40,Low,10931.0,49.31,Average,41.9748,0,
2355,L49534,L,Cooling,Morning,299.3,308.6,9.300000000000011,84,1433,37.7,8.36,42,Low,6632.0,127.4,Good,54.024100000000004,0,
2356,M17215,M,Cooling,Night,299.3,308.5,9.199999999999989,81,1305,60.6,2.52,44,Low,4611.0,119.47,Average,79.083,0,
2357,H31770,H,Cooling,Evening,299.3,308.6,9.300000000000011,82,1498,39.5,8.23,47,Low,2931.0,42.78,Good,59.171,0,
2358,L49537,L,Testing,Night,299.3,308.5,9.199999999999989,46,1772,26.1,8.57,52,High,9298.0,91.54,Average,46.2492,0,
2359,M17218,M,Production,Evening,299.2,308.4,9.199999999999989,82,1381,42.5,7.22,54,Low,11513.0,113.82,Good,58.6925,0,
2360,L49539,L,Testing,Night,299.3,308.5,9.199999999999989,73,1413,38.5,6.92,57,High,3162.0,42.0,Average,54.4005,0,
2361,H31774,H,Packaging,Evening,299.2,308.4,9.199999999999989,73,1388,53.2,4.97,59,High,8075.0,39.03,Poor,73.8416,0,
2362,M17221,M,Assembly,Morning,299.2,308.6,9.400000000000034,66,1631,35.4,6.78,64,Low,3152.0,68.85,Good,57.737399999999994,0,
2363,H31776,H,Testing,Morning,299.3,308.6,9.300000000000011,64,1520,41.4,7.64,67,Low,10611.0,139.42,Good,62.928,0,
2364,L49543,L,Production,Night,299.3,308.5,9.199999999999989,70,1510,45.4,2.11,72,High,7310.0,28.81,Good,68.554,0,
2365,L49544,L,Testing,Night,299.2,308.5,9.300000000000011,46,1366,49.7,3.32,74,High,3639.0,66.65,Average,67.8902,0,
2366,L49545,L,Packaging,Evening,299.4,308.5,9.100000000000023,45,1845,22.9,2.75,76,Low,10658.0,124.82,Good,42.2505,0,
2367,L49546,L,Packaging,Evening,299.3,308.5,9.199999999999989,75,1485,44.7,8.57,78,Low,626.0,64.75,Average,66.3795,0,
2368,M17227,M,Packaging,Morning,299.3,308.5,9.199999999999989,38,1496,39.4,7.12,80,Medium,2907.0,27.16,Good,58.9424,0,
2369,M17228,M,Packaging,Evening,299.3,308.4,9.099999999999966,33,1468,42.2,5.06,83,Medium,9487.0,102.24,Good,61.949600000000004,0,
2370,M17229,M,Assembly,Morning,299.2,308.4,9.199999999999989,42,1856,22.7,8.43,86,Low,1853.0,144.53,Average,42.1312,0,
2371,L49550,L,Cooling,Morning,299.2,308.4,9.199999999999989,37,1620,34.1,7.45,89,Medium,9964.0,95.35,Average,55.242,0,
2372,L49551,L,Packaging,Evening,299.3,308.5,9.199999999999989,41,1409,44.8,9.22,91,Low,6982.0,125.87,Poor,63.1232,0,
2373,M17232,M,Assembly,Night,299.3,308.5,9.199999999999989,49,1404,49.4,1.69,93,Low,10320.0,21.84,Good,69.35759999999999,0,
2374,L49553,L,Testing,Evening,299.2,308.4,9.199999999999989,78,1350,51.3,5.58,96,Low,1754.0,105.87,Good,69.255,0,
2375,M17234,M,Packaging,Night,299.2,308.4,9.199999999999989,40,1538,38.0,7.36,98,Low,4941.0,39.63,Good,58.444,0,
2376,M17235,M,Testing,Morning,299.2,308.4,9.199999999999989,48,1476,32.7,2.87,101,Low,4141.0,110.81,Poor,48.26520000000001,0,
2377,M17236,M,Testing,Morning,299.2,308.3,9.100000000000023,47,1364,51.8,3.94,104,Low,5124.0,94.11,Average,70.6552,0,
2378,M17237,M,Production,Night,299.2,308.3,9.100000000000023,65,1582,45.5,4.77,107,Low,9139.0,48.82,Poor,71.981,0,
2379,L49558,L,Assembly,Morning,299.1,308.2,9.099999999999966,57,1348,56.1,8.15,110,Low,9159.0,96.05,Poor,75.6228,0,
2380,H31793,H,Assembly,Morning,299.1,308.2,9.099999999999966,66,1450,46.1,5.44,112,Low,9065.0,107.9,Average,66.845,0,
2381,L49560,L,Packaging,Evening,299.0,308.1,9.100000000000023,72,1242,60.9,5.44,117,High,8834.0,137.28,Good,75.6378,0,
2382,L49561,L,Packaging,Evening,299.1,308.2,9.099999999999966,42,1493,34.9,4.88,119,Low,4517.0,135.55,Good,52.1057,0,
2383,L49562,L,Packaging,Morning,299.1,308.3,9.199999999999989,87,1601,31.4,3.06,121,Low,9077.0,141.74,Good,50.27139999999999,0,
2384,L49563,L,Assembly,Evening,299.1,308.2,9.099999999999966,35,1568,33.3,9.31,123,Medium,11597.0,129.36,Average,52.2144,0,
